Position,GC,MluCI,NlaIII
24900,48.0,0,0
25100,38.5,2,2
25300,44.0,0,1
25500,40.5,0,0
25700,34.0,3,0
25900,39.0,0,0
26100,41.5,1,1
26300,41.0,2,0
26500,43.0,0,0
26700,42.0,0,1
26900,49.0,1,0
27100,39.5,1,0
27300,46.5,2,0
27500,44.0,0,0
27700,42.0,1,0
27900,43.0,1,1
28100,43.0,1,1
28300,41.5,1,1
28500,46.5,1,0
28700,37.5,2,3
28900,36.5,0,0
29100,36.0,1,0
29300,34.5,2,0
29500,32.5,1,0
29700,31.5,2,1
29900,39.5,1,2
30100,40.5,1,0
30300,46.5,3,0
30500,44.0,0,1
30700,42.5,1,1
30900,44.0,1,2
31100,44.5,2,1
31300,37.5,1,0
31500,36.5,1,2
31700,33.0,0,1
31900,32.0,3,1
32100,37.5,2,0
32300,39.0,1,0
32500,39.5,0,1
32700,41.5,0,0
32900,42.5,1,0
33100,42.0,2,0
33300,37.5,3,0
33500,41.0,1,0
33700,43.5,1,0
33900,44.0,0,0
34100,36.0,3,0
34300,28.5,0,0
34500,35.0,2,1
34700,36.5,0,1
34900,42.0,3,0
35100,45.0,0,1
35300,42.5,0,2
35500,46.5,1,2
35700,43.0,0,1
35900,45.5,0,0
36100,44.5,3,1
36300,35.5,3,0
36500,39.0,0,0
36700,38.0,2,2
36900,38.5,0,1
37100,40.5,1,0
37300,39.0,1,1
37500,48.0,0,1
37700,44.0,1,2
37900,46.5,0,1
38100,40.0,1,0
38300,39.0,1,0
38500,45.0,1,1
38700,41.5,1,0
38900,37.0,3,2
39100,44.5,2,1
39300,41.5,1,3
39500,45.5,2,1
39700,49.5,1,1
39900,40.0,0,1
40100,42.5,0,0
40300,38.0,0,2
40500,44.0,1,5
40700,47.0,1,0
40900,45.0,0,0
41100,39.5,0,1
41300,44.0,1,0
41500,42.5,1,0
41700,44.0,2,0
41900,39.0,1,0
42100,46.5,2,0
42300,46.5,0,0
42500,30.0,1,0
42700,42.5,0,1
42900,45.5,0,0
43100,39.5,1,0
43300,45.5,0,0
43500,28.0,4,1
43700,28.5,1,1
43900,35.5,3,1
44100,38.0,3,0
44300,40.0,1,0
44500,32.5,1,1
44700,33.5,2,0
44900,35.0,1,0
45100,41.0,3,0
45300,38.0,1,0
45500,44.5,1,1
45700,38.5,0,3
45900,46.0,2,0
46100,42.0,1,1
46300,38.0,4,0
46500,47.0,0,2
46700,45.0,1,2
46900,49.5,0,1
47100,37.0,3,3
47300,39.0,1,3
47500,35.0,3,0
47700,36.5,5,1
47900,35.0,1,2
48100,41.0,2,0
48300,35.0,3,0
48500,40.5,0,1
48700,39.5,1,0
48900,33.5,2,1
49100,34.0,0,1
49300,47.5,1,1
49500,45.0,1,0
49700,45.0,1,0
49900,47.0,0,2
50100,43.5,1,0
50300,41.5,3,1
50500,40.5,1,0
50700,46.0,0,1
50900,47.5,0,2
51100,44.0,2,1
51300,45.0,1,0
51500,47.0,1,0
51700,40.0,0,0
51900,45.5,3,0
52100,49.5,1,0
52300,45.5,1,2
52500,35.5,1,1
52700,47.5,0,1
52900,46.0,0,0
53100,44.0,0,0
53300,42.0,1,1
53500,45.0,2,0
53700,40.5,0,0
53900,38.5,1,0
54100,36.0,2,1
54300,45.5,0,2
54500,44.0,1,0
54700,45.5,3,2
54900,43.0,2,0
55100,42.5,1,1
55300,38.0,0,0
55500,41.0,1,0
55700,49.5,1,0
55900,43.0,2,1
56100,41.5,1,1
56300,46.5,1,0
56500,47.5,2,2
56700,43.5,4,1
56900,35.5,2,1
57100,47.0,1,1
57300,50.0,1,1
57500,41.0,1,2
57700,40.5,3,1
57900,45.5,0,0
58100,37.0,1,1
58300,40.0,0,0
58500,50.5,1,0
58700,44.5,0,1
58900,45.5,0,1
59100,42.0,0,1
59300,38.0,1,1
59500,44.0,0,1
59700,42.0,3,2
59900,49.5,1,0
60100,44.5,1,2
60300,43.0,0,0
60500,37.5,1,0
60700,35.5,1,1
60900,39.5,0,0
61100,39.5,3,1
61300,36.5,0,0
61500,36.5,4,0
61700,39.5,1,0
61900,49.5,0,0
62100,43.0,3,0
62300,48.0,0,1
62500,44.5,2,1
62700,46.5,1,0
62900,31.5,3,0
63100,42.5,0,0
63300,37.5,0,0
63500,39.5,1,4
63700,42.0,2,0
63900,46.0,0,0
64100,47.5,0,0
64300,36.0,3,0
64500,39.5,2,0
64700,42.5,3,1
64900,45.5,2,2
65100,42.0,2,2
65300,45.0,1,2
65500,41.0,0,1
65700,38.0,1,1
65900,39.5,0,2
66100,44.5,3,0
66300,40.0,1,1
66500,30.5,1,0
66700,33.0,2,0
66900,42.0,1,1
67100,42.5,2,0
67300,41.0,0,2
67500,32.5,0,0
67700,41.0,2,0
67900,45.0,2,0
68100,36.5,1,0
68300,36.5,1,0
68500,39.0,2,1
68700,31.0,0,0
68900,38.5,0,0
69100,44.0,2,0
69300,35.5,0,0
69500,40.0,2,2
69700,37.0,1,1
69900,42.0,2,0
70100,39.0,2,1
70300,38.0,2,1
70500,42.0,1,0
70700,36.5,2,0
70900,45.0,3,3
71100,45.0,2,0
71300,44.5,2,1
71500,45.0,0,0
71700,38.5,1,0
71900,43.5,1,1
72100,42.0,1,1
72300,50.5,0,1
72500,43.0,2,1
72700,32.0,2,0
72900,37.5,0,0
73100,41.0,1,0
73300,37.0,0,1
73500,39.5,1,1
73700,38.5,1,2
73900,42.5,0,1
74100,38.5,0,0
74300,37.5,1,0
74500,39.0,2,0
74700,38.0,3,0
74900,37.5,1,1
75100,47.0,1,2
75300,40.0,1,0
75500,44.0,2,1
75700,44.0,0,0
75900,39.0,2,1
76100,40.0,1,0
76300,46.5,0,1
76500,33.5,2,1
76700,40.0,3,2
76900,43.5,4,1
77100,39.0,2,0
77300,43.0,0,2
77500,39.0,1,0
77700,46.5,2,4
77900,43.0,1,0
78100,43.0,0,0
78300,45.0,0,3
78500,40.0,4,1
78700,43.0,0,3
78900,44.5,1,0
79100,48.5,0,2
79300,46.0,3,0
79500,44.0,1,0
79700,46.0,0,1
79900,42.5,1,0
80100,44.0,1,1
80300,42.0,1,0
80500,38.0,2,0
80700,45.5,1,0
80900,50.0,1,2
81100,33.0,4,0
81300,31.5,1,1
81500,33.0,1,0
81700,38.5,1,1
81900,41.0,1,1
82100,39.5,0,1
82300,46.5,2,0
82500,49.5,0,0
82700,40.0,1,2
82900,41.5,1,2
83100,46.5,1,2
83300,47.0,1,0
83500,39.5,3,1
83700,43.5,0,0
83900,43.5,0,1
84100,42.5,3,0
84300,40.5,2,1
84500,44.5,2,1
84700,43.0,2,1
84900,41.0,1,1
85100,43.0,1,1
85300,37.0,3,2
85500,41.0,1,0
85700,44.5,0,1
85900,35.5,2,0
86100,34.0,2,0
86300,34.0,0,1
86500,42.0,2,1
86700,40.5,2,0
86900,44.0,1,1
87100,42.5,3,1
87300,45.5,1,0
87500,39.0,1,1
87700,42.5,1,0
87900,44.5,1,2
88100,41.0,2,1
88300,40.0,2,3
88500,41.5,1,0
88700,41.0,1,1
88900,36.5,2,2
89100,36.0,1,0
89300,40.0,3,0
89500,35.5,3,0
89700,32.0,2,0
89900,36.5,2,0
90100,33.5,3,0
90300,33.5,3,1
90500,32.0,2,1
90700,37.0,0,0
90900,27.0,2,0
91100,39.0,1,1
91300,42.5,4,0
91500,42.5,1,0
91700,45.0,1,0
91900,38.5,4,2
92100,38.0,1,0
92300,40.5,2,0
92500,43.5,3,0
92700,40.5,1,0
92900,40.0,2,1
93100,29.0,1,0
93300,41.0,0,1
93500,41.5,0,1
93700,41.0,0,0
93900,26.5,2,0
94100,41.0,2,2
94300,39.5,1,1
94500,40.0,1,0
94700,41.0,0,1
94900,43.5,2,0
95100,41.5,2,0
95300,43.0,2,0
95500,41.5,1,1
95700,40.0,4,0
95900,39.5,2,0
96100,39.0,1,1
96300,33.5,3,0
96500,46.5,2,3
96700,38.5,1,0
96900,46.5,1,2
97100,35.5,1,0
97300,37.5,2,0
97500,38.0,2,1
97700,39.5,1,0
97900,38.0,1,0
98100,41.0,2,1
98300,34.0,3,1
98500,36.0,2,0
98700,31.0,0,1
98900,34.5,1,0
99100,36.0,2,1
99300,43.5,0,2
99500,33.0,4,1
99700,40.5,1,3
99900,37.0,1,0
100100,32.5,2,1
100300,37.5,1,0
100500,37.5,0,1
100700,42.0,1,1
100900,41.0,0,0
101100,37.0,2,0
101300,38.5,3,0
101500,31.5,3,0
101700,29.0,1,0
101900,37.0,1,0
102100,35.0,1,0
102300,37.0,1,1
102500,46.0,0,0
102700,47.5,0,0
102900,45.0,2,0
103100,38.0,0,1
103300,35.5,2,0
103500,36.0,0,0
103700,33.0,3,1
103900,43.5,0,2
104100,34.5,3,0
104300,40.5,1,3
104500,37.0,6,0
104700,36.5,1,0
104900,33.0,0,0
105100,39.5,0,1
105300,48.5,2,2
105500,38.0,2,0
105700,37.5,3,0
105900,43.0,0,0
106100,44.0,0,0
106300,36.5,2,2
106500,25.5,5,1
106700,42.0,1,0
106900,45.0,0,1
107100,35.5,4,0
107300,37.0,2,0
107500,37.0,1,0
107700,40.0,2,1
107900,39.5,1,2
108100,46.5,0,0
108300,41.0,1,1
108500,45.0,2,1
108700,43.5,2,0
108900,36.0,2,0
109100,43.0,1,0
109300,45.5,0,0
109500,41.0,1,1
109700,41.0,1,1
109900,38.0,0,0
110100,25.5,2,0
110300,39.0,1,0
110500,38.0,3,0
110700,36.0,0,2
110900,41.0,1,1
111100,43.5,0,1
111300,38.5,0,0
111500,38.0,1,4
111700,33.0,2,1
111900,36.0,1,2
112100,29.5,5,0
112300,34.5,1,1
112500,36.0,5,2
112700,31.0,2,0
112900,35.5,3,0
113100,39.0,2,0
113300,28.5,4,0
113500,25.5,7,0
113700,31.5,3,1
113900,34.5,0,2
114100,32.5,4,1
114300,40.0,1,1
114500,40.5,1,4
114700,33.0,2,0
114900,40.5,0,1
115100,40.5,0,1
115300,35.5,0,1
115500,37.5,1,0
115700,44.5,0,0
115900,41.0,1,1
116100,43.5,1,0
116300,42.5,3,0
116500,41.5,4,0
116700,40.0,1,1
116900,27.5,5,0
117100,20.5,4,1
117300,36.0,2,1
117500,46.5,0,0
117700,34.0,3,0
117900,39.0,1,0
118100,31.5,1,0
118300,37.5,3,1
118500,42.5,0,0
118700,45.0,0,0
118900,39.0,1,0
119100,39.0,1,0
119300,42.5,0,1
119500,35.0,1,0
119700,43.0,1,0
119900,41.0,0,1
120100,40.0,0,0
120300,41.5,1,0
120500,34.5,1,1
120700,37.0,1,1
120900,36.0,1,1
121100,36.0,3,0
121300,35.0,2,1
121500,35.0,0,0
121700,46.5,0,0
121900,49.5,0,0
122100,41.0,1,1
122300,49.0,0,1
122500,36.5,0,0
122700,41.0,0,0
122900,41.5,1,0
123100,41.0,3,0
123300,40.5,0,0
123500,34.0,2,1
123700,42.0,2,1
123900,39.0,1,1
124100,41.0,1,0
124300,37.0,1,0
124500,43.5,3,1
124700,33.5,1,0
124900,39.0,1,1
125100,35.0,1,0
125300,27.5,5,0
125500,35.5,0,0
125700,35.5,2,1
125900,41.0,1,0
126100,34.0,3,1
126300,33.5,3,1
126500,39.0,2,1
126700,33.5,3,2
126900,41.0,1,0
127100,46.5,0,1
127300,45.0,1,1
127500,39.5,1,1
127700,43.5,1,1
127900,35.5,3,2
128100,46.5,1,0
128300,43.0,3,1
128500,44.5,0,2
128700,43.5,2,0
128900,39.5,2,2
129100,42.5,0,0
129300,42.5,1,0
129500,45.5,2,0
129700,43.5,1,0
129900,51.0,1,1
130100,43.5,0,1
130300,35.0,7,0
130500,46.5,0,2
130700,34.5,2,2
130900,48.0,1,2
131100,44.0,1,2
131300,39.5,1,0
131500,41.0,1,0
131700,46.0,0,1
131900,47.5,0,0
132100,50.5,0,0
132300,38.0,5,0
132500,41.0,1,0
132700,41.5,0,0
132900,36.0,2,0
133100,38.0,3,0
133300,42.5,0,1
133500,46.0,2,0
133700,42.0,2,0
133900,42.5,0,1
134100,38.0,1,1
134300,32.5,1,0
134500,44.0,2,0
134700,43.0,0,2
134900,48.5,2,2
135100,42.5,2,1
135300,39.5,1,0
135500,37.5,2,0
135700,37.5,1,1
135900,43.0,2,0
136100,35.0,2,0
136300,37.5,6,0
136500,37.5,2,0
136700,41.0,0,2
136900,47.0,1,0
137100,31.5,0,0
137300,40.5,1,1
137500,40.0,0,2
137700,44.0,0,1
137900,36.0,3,0
138100,40.0,1,0
138300,38.5,2,3
138500,41.5,1,0
138700,48.0,1,1
138900,40.0,1,2
139100,42.0,0,0
139300,40.0,1,1
139500,49.0,2,1
139700,32.5,5,0
139900,31.5,2,1
140100,28.5,2,0
140300,26.0,3,0
140500,27.0,5,0
140700,28.0,3,0
140900,31.5,3,0
141100,21.5,4,0
141300,26.5,3,2
141500,34.0,1,2
141700,31.5,3,0
141900,29.0,4,0
142100,33.5,3,1
142300,28.0,2,1
142500,32.5,3,0
142700,34.5,4,0
142900,34.0,2,0
143100,36.5,2,0
143300,24.5,3,0
143500,34.5,3,0
143700,30.0,1,0
143900,31.5,2,0
144100,32.5,3,0
144300,29.5,0,0
144500,34.5,2,0
144700,37.5,0,0
144900,31.0,1,1
145100,32.5,7,1
145300,26.0,0,1
145500,28.0,4,0
145700,26.0,3,2
145900,23.5,2,0
146100,38.0,3,0
146300,30.5,5,0
146500,30.0,1,1
146700,28.0,4,1
146900,31.0,1,0
147100,31.0,1,0
147300,22.5,4,0
147500,26.0,1,0
147700,23.0,2,0
147900,27.0,1,0
148100,31.0,0,0
148300,33.0,1,1
148500,34.0,0,1
148700,45.0,2,0
148900,41.0,2,1
149100,40.0,2,0
149300,47.5,0,0
149500,41.5,1,0
149700,39.5,2,0
149900,43.0,0,2
150100,45.0,0,0
150300,41.5,1,4
150500,46.0,0,2
150700,51.0,0,1
150900,45.0,1,0
151100,33.5,1,0
151300,30.0,2,1
151500,35.5,2,0
151700,40.0,3,1
151900,46.0,0,0
152100,41.5,2,1
152300,48.5,1,1
152500,42.0,1,1
152700,40.5,0,1
152900,45.0,0,1
153100,37.0,2,1
153300,32.5,6,1
153500,35.5,0,1
153700,38.5,2,0
153900,43.0,2,0
154100,43.5,1,1
154300,46.5,1,0
154500,41.0,1,0
154700,40.0,2,0
154900,43.5,0,2
155100,32.5,1,0
155300,29.0,0,0
155500,40.5,0,1
155700,44.5,2,1
155900,47.0,1,2
156100,46.0,1,0
156300,52.0,0,0
156500,42.0,3,0
156700,29.5,0,0
156900,34.0,3,0
157100,36.5,3,0
157300,40.0,1,1
157500,41.0,0,1
157700,40.0,2,1
157900,33.5,2,0
158100,34.0,2,1
158300,38.0,4,0
158500,40.5,1,0
158700,35.5,3,0
158900,32.0,3,0
159100,31.0,5,1
159300,37.5,2,0
159500,33.5,2,0
159700,32.5,3,0
159900,29.0,5,0
160100,42.5,0,0
160300,42.0,2,0
160500,41.5,0,0
160700,45.5,0,1
160900,44.5,2,1
161100,41.5,0,2
161300,45.5,2,0
161500,42.0,1,1
161700,44.0,2,0
161900,42.5,0,1
162100,42.5,0,1
162300,42.5,1,0
162500,36.0,1,2
162700,38.5,4,0
162900,39.0,3,0
163100,40.0,0,1
163300,39.0,3,2
163500,47.5,1,2
163700,39.0,1,0
163900,42.5,1,1
164100,42.0,2,1
164300,46.5,1,0
164500,41.5,2,0
164700,40.5,1,0
164900,47.5,0,0
165100,45.5,1,0
165300,38.5,1,1
165500,40.0,1,1
165700,46.5,3,2
165900,37.5,0,2
166100,43.5,1,0
166300,42.5,0,0
166500,26.0,3,0
166700,44.5,1,1
166900,38.0,2,0
167100,37.0,1,2
167300,47.5,1,4
167500,40.5,3,0
167700,41.0,2,3
167900,43.0,0,2
168100,43.5,1,0
168300,44.0,0,1
168500,47.0,0,1
168700,48.5,0,0
168900,44.5,1,1
169100,40.5,0,1
169300,48.0,1,1
169500,41.5,3,1
169700,28.5,2,0
169900,38.0,3,1
170100,50.0,2,1
170300,41.5,3,0
170500,40.0,1,0
170700,43.0,1,1
170900,41.5,2,3
171100,47.0,0,4
171300,42.0,1,0
171500,41.0,2,0
171700,34.5,4,0
171900,38.0,0,0
172100,36.0,2,0
172300,40.0,0,1
172500,35.0,0,0
172700,38.5,2,1
172900,44.5,2,1
173100,38.0,0,1
173300,35.0,1,1
173500,44.5,0,0
173700,33.5,0,0
173900,44.5,1,0
174100,48.5,0,1
174300,44.0,0,2
174500,40.0,3,0
174700,41.0,2,0
174900,43.0,0,3
175100,42.5,1,0
175300,47.0,0,3
175500,38.0,1,0
175700,44.5,0,0
175900,40.0,0,1
176100,42.0,0,1
176300,40.5,0,0
176500,41.0,1,1
176700,42.5,0,0
176900,39.0,2,0
177100,41.0,0,0
177300,45.0,1,2
177500,44.5,1,0
177700,39.5,1,0
177900,43.5,0,3
178100,39.5,0,0
178300,45.5,1,1
178500,39.5,2,0
178700,45.5,2,1
178900,44.0,1,0
179100,39.5,1,1
179300,44.0,0,1
179500,33.5,2,1
179700,39.0,4,0
179900,40.5,2,2
180100,40.5,1,1
180300,46.5,0,0
180500,43.5,2,0
180700,28.0,5,0
180900,44.0,3,0
181100,41.5,3,0
181300,42.5,0,0
181500,35.5,2,0
181700,40.5,1,1
181900,44.0,1,3
182100,37.5,2,1
182300,36.5,2,0
182500,36.5,3,0
182700,40.0,2,0
182900,46.0,0,0
183100,39.0,2,0
183300,41.5,1,1
183500,41.0,1,0
183700,37.5,0,2
183900,39.5,1,0
184100,40.5,3,2
184300,40.5,1,0
184500,47.0,1,1
184700,45.5,1,0
184900,32.5,3,0
185100,48.0,1,2
185300,42.0,2,0
185500,41.0,1,0
185700,38.5,1,0
185900,43.5,1,0
186100,32.5,2,1
186300,40.5,5,1
186500,39.5,2,1
186700,42.5,2,0
186900,42.5,0,1
187100,39.0,0,0
187300,40.0,0,0
187500,31.0,4,0
187700,36.5,1,2
187900,38.5,1,1
188100,37.0,3,0
188300,35.0,2,1
188500,38.5,3,0
188700,38.0,3,1
188900,45.5,0,0
189100,45.0,1,0
189300,44.0,1,1
189500,39.5,2,1
189700,44.0,1,0
189900,41.0,3,0
190100,41.5,2,1
190300,35.0,0,1
190500,32.0,2,1
190700,39.5,2,0
190900,38.5,2,1
191100,37.5,0,2
191300,31.0,6,0
191500,36.0,2,0
191700,48.0,1,0
191900,38.5,0,1
192100,41.0,2,1
192300,42.5,0,1
192500,42.5,0,2
192700,41.0,1,2
192900,42.0,0,1
193100,40.5,1,1
193300,39.0,0,1
193500,40.0,2,1
193700,33.5,3,0
193900,44.0,1,0
194100,44.0,2,0
194300,44.0,1,0
194500,32.5,3,1
194700,35.0,3,0
194900,44.5,4,0
195100,40.5,1,1
195300,36.0,4,1
195500,43.5,0,3
195700,43.5,2,0
195900,40.0,2,0
196100,36.0,2,0
196300,35.5,2,0
196500,40.5,2,0
196700,48.5,1,2
196900,42.0,2,1
197100,42.0,1,1
197300,49.0,0,0
197500,39.0,1,2
197700,30.0,0,2
197900,38.5,0,3
198100,34.5,4,1
198300,44.5,0,0
198500,39.5,2,1
198700,41.0,1,0
198900,47.0,1,1
199100,39.5,3,0
199300,37.5,0,0
199500,39.0,3,0
199700,39.0,2,0
199900,40.5,2,1
200100,36.0,1,0
200300,39.0,0,1
200500,46.0,2,0
200700,43.0,0,2
200900,31.5,3,0
201100,41.0,2,0
201300,38.0,0,0
201500,39.5,1,1
201700,42.5,2,0
201900,44.5,1,2
202100,41.0,1,2
202300,42.0,3,2
202500,42.5,0,0
202700,35.5,3,0
202900,35.0,3,0
203100,49.5,0,0
203300,45.5,0,2
203500,44.0,0,0
203700,43.5,0,1
203900,40.5,2,0
204100,47.0,0,0
204300,45.0,0,0
204500,35.5,1,0
204700,42.0,1,0
204900,45.0,0,1
205100,43.0,2,1
205300,41.0,1,0
205500,36.5,2,0
205700,37.5,1,3
205900,36.5,1,2
206100,27.5,4,1
206300,33.0,3,0
206500,37.0,1,2
206700,36.5,2,1
206900,37.5,2,0
207100,34.5,1,0
207300,42.5,0,2
207500,41.5,2,0
207700,39.5,1,0
207900,48.5,0,0
208100,39.5,2,0
208300,41.5,2,1
208500,44.5,2,0
208700,34.0,0,1
208900,40.0,1,0
209100,29.5,0,0
209300,43.5,1,1
209500,41.0,1,1
209700,40.5,1,1
209900,35.0,1,1
210100,34.5,3,0
210300,42.5,1,0
210500,40.5,1,2
210700,40.0,3,1
210900,38.5,2,0
211100,45.5,1,0
211300,46.5,0,3
211500,41.5,0,1
211700,42.5,0,1
211900,38.5,1,1
212100,39.0,2,0
212300,34.0,1,0
212500,40.0,3,1
212700,38.5,3,0
212900,33.5,4,0
213100,32.0,3,1
213300,42.0,0,0
213500,37.5,0,0
213700,38.0,2,1
213900,39.0,0,1
214100,43.0,0,2
214300,39.5,1,2
214500,28.0,3,0
214700,41.5,0,0
214900,43.5,1,1
215100,47.0,1,0
215300,36.5,3,1
215500,43.0,1,0
215700,34.0,0,0
215900,37.5,2,0
216100,35.0,2,1
216300,31.0,3,0
216500,44.0,2,1
216700,45.0,2,1
216900,43.5,2,1
217100,44.0,0,0
217300,42.5,1,0
217500,44.0,0,0
217700,34.5,1,1
217900,43.0,1,0
218100,42.0,2,0
218300,45.0,1,1
218500,39.0,3,3
218700,40.5,2,0
218900,42.0,3,2
219100,46.0,1,1
219300,41.5,1,0
219500,43.0,0,0
219700,39.5,2,0
219900,37.5,2,0
220100,34.5,2,1
220300,53.0,0,2
220500,45.5,0,1
220700,42.5,4,0
220900,39.5,2,0
221100,41.0,1,0
221300,39.0,5,0
221500,37.5,7,0
221700,42.5,2,1
221900,41.0,2,0
222100,32.5,5,2
222300,45.5,0,0
222500,44.5,1,1
222700,42.0,2,1
222900,43.0,1,0
223100,31.5,3,1
223300,33.5,4,0
223500,36.0,4,3
223700,37.0,5,0
223900,42.0,0,0
224100,46.0,0,0
224300,43.0,1,1
224500,38.5,4,5
224700,39.0,3,3
224900,36.0,1,0
225100,46.5,2,1
225300,46.5,1,2
225500,47.0,4,2
225700,40.0,0,2
225900,45.5,1,3
226100,46.0,2,0
226300,33.5,4,1
226500,44.0,0,2
226700,39.0,1,0
226900,43.0,0,3
227100,39.5,1,1
227300,41.0,1,0
227500,30.5,2,0
227700,44.5,1,1
227900,45.5,0,1
228100,35.5,3,0
228300,40.5,1,0
228500,48.0,2,1
228700,35.5,6,1
228900,36.0,1,0
229100,35.0,2,1
229300,41.0,3,0
229500,47.5,1,1
229700,48.0,1,0
229900,40.0,2,0
230100,38.5,2,0
230300,47.5,1,0
230500,44.0,2,3
230700,33.5,1,1
230900,41.5,1,1
231100,40.0,1,0
231300,39.5,1,1
231500,45.5,0,0
231700,39.0,1,0
231900,39.0,2,1
232100,42.0,0,2
232300,47.0,1,0
232500,40.0,1,0
232700,40.5,0,1
232900,43.5,1,3
233100,46.0,0,1
233300,40.0,2,0
233500,33.0,3,1
233700,39.5,0,0
233900,41.0,2,2
234100,35.5,1,1
234300,40.0,2,0
234500,41.5,1,1
234700,42.5,0,1
234900,37.0,2,1
235100,44.5,2,1
235300,42.0,3,1
235500,48.0,1,2
235700,43.0,1,1
235900,35.5,3,0
236100,39.5,2,0
236300,42.0,3,0
236500,24.0,4,0
236700,40.0,1,0
236900,33.5,5,1
237100,39.5,3,0
237300,39.5,2,1
237500,40.0,2,1
237700,40.0,1,0
237900,40.5,2,3
238100,41.5,0,2
238300,44.0,2,1
238500,44.5,3,0
238700,48.0,0,2
238900,43.0,2,0
239100,30.5,2,0
239300,38.0,0,2
239500,43.0,2,0
239700,47.5,0,1
239900,31.0,1,0
240100,39.0,3,0
240300,43.0,2,1
240500,42.5,2,1
240700,44.0,2,1
240900,41.0,1,0
241100,46.0,1,1
241300,45.5,0,0
241500,35.0,2,2
241700,34.0,2,0
241900,36.0,1,0
242100,36.5,0,2
242300,45.5,1,0
242500,41.5,0,1
242700,39.5,2,0
242900,37.0,2,0
243100,30.0,2,0
243300,30.0,1,0
243500,30.5,2,0
243700,29.5,4,1
243900,27.5,4,0
244100,31.5,2,0
244300,26.5,2,0
244500,30.0,1,1
244700,23.5,5,0
244900,28.5,5,0
245100,38.5,1,1
245300,38.0,3,0
245500,27.0,2,0
245700,29.0,4,3
245900,34.0,2,0
246100,31.5,4,0
246300,30.5,7,1
246500,33.5,3,1
246700,30.0,1,1
246900,40.5,2,4
247100,23.5,2,0
247300,30.5,3,0
247500,31.0,2,0
247700,33.0,1,0
247900,38.5,1,0
248100,28.5,3,1
248300,31.0,3,1
248500,30.5,4,1
248700,34.5,2,2
248900,33.5,1,0
249100,31.5,3,0
249300,33.0,1,0
249500,35.0,3,0
249700,29.5,3,0
249900,32.5,2,0
250100,27.5,4,0
250300,27.5,5,0
250500,28.5,3,0
250700,33.5,1,0
250900,22.0,7,3
251100,25.0,5,0
251300,33.0,2,0
251500,38.0,0,0
251700,41.5,1,0
251900,46.0,0,1
252100,38.5,2,0
252300,24.5,2,0
252500,27.5,4,0
252700,32.0,2,0
252900,25.0,2,0
253100,28.5,5,0
253300,27.5,1,0
253500,31.0,2,0
253700,32.0,3,0
253900,27.0,2,0
