Position,GC,MluCI,NlaIII
23900,45.5,1,1
24100,36.5,1,2
24300,41.0,3,0
24500,37.5,0,0
24700,46.5,0,1
24900,43.0,1,0
25100,38.5,2,0
25300,35.5,2,0
25500,44.5,1,2
25700,38.0,1,0
25900,44.5,2,0
26100,40.0,2,1
26300,40.5,1,0
26500,33.5,0,0
26700,36.0,0,1
26900,34.5,2,1
27100,30.0,3,0
27300,34.0,0,0
27500,35.5,0,1
27700,33.0,2,1
27900,39.0,0,0
28100,30.5,1,0
28300,32.0,2,0
28500,27.0,1,0
28700,39.0,2,0
28900,31.0,1,0
29100,35.0,1,1
29300,30.5,2,0
29500,32.0,1,0
29700,33.0,2,0
29900,42.5,5,0
30100,45.5,1,0
30300,45.0,0,1
30500,41.5,1,2
30700,34.5,4,0
30900,40.5,2,0
31100,45.0,1,1
31300,35.0,3,2
31500,42.0,2,0
31700,36.5,2,0
31900,35.0,2,2
32100,36.5,2,0
32300,40.5,1,0
32500,43.5,1,1
32700,36.5,2,2
32900,40.0,1,0
33100,34.0,1,1
33300,42.5,1,2
33500,44.5,0,0
33700,37.5,1,0
33900,42.0,2,1
34100,45.0,1,0
34300,46.0,0,0
34500,34.0,2,0
34700,37.5,2,1
34900,41.0,1,0
35100,38.5,0,0
35300,32.5,4,0
35500,42.0,5,0
35700,39.0,3,1
35900,41.0,1,0
36100,35.0,2,1
36300,40.5,1,0
36500,34.5,0,1
36700,32.0,0,2
36900,37.5,3,1
37100,32.5,2,0
37300,27.5,3,0
37500,37.0,2,4
37700,36.5,2,2
37900,23.5,7,0
38100,35.0,2,0
38300,30.0,2,0
38500,39.0,0,1
38700,40.5,0,0
38900,41.5,0,1
39100,39.0,0,0
39300,39.5,1,1
39500,40.0,1,0
39700,44.0,1,1
39900,40.5,2,2
40100,36.5,0,0
40300,29.5,5,0
40500,36.0,0,1
40700,37.5,4,2
40900,39.0,3,1
41100,32.0,4,3
41300,40.0,2,1
41500,42.5,3,0
41700,44.0,0,2
41900,41.0,0,2
42100,36.0,3,1
42300,37.0,1,0
42500,36.0,0,1
42700,38.5,0,0
42900,35.5,3,0
43100,41.0,2,0
43300,35.0,3,0
43500,33.0,5,0
43700,34.5,0,1
43900,34.5,4,0
44100,37.0,3,1
44300,37.0,0,0
44500,36.0,0,1
44700,36.5,1,1
44900,43.0,3,1
45100,39.0,5,1
45300,36.5,2,0
45500,43.0,0,1
45700,36.5,2,0
45900,32.5,3,0
46100,35.0,3,0
46300,35.0,2,0
46500,37.0,3,0
46700,42.5,0,2
46900,41.0,2,0
47100,39.5,3,0
47300,39.5,3,0
47500,40.0,0,0
47700,45.5,2,1
47900,47.5,2,1
48100,38.0,4,0
48300,37.5,1,0
48500,42.5,1,1
48700,36.5,2,1
48900,36.0,2,1
49100,38.0,2,1
49300,41.0,0,0
49500,41.5,1,2
49700,43.5,0,2
49900,45.0,0,1
50100,38.0,1,0
50300,40.5,1,0
50500,46.5,2,0
50700,49.0,0,0
50900,50.5,0,0
51100,50.0,0,0
51300,48.0,2,0
51500,41.0,1,2
51700,41.5,2,0
51900,48.5,1,0
52100,43.5,1,0
52300,38.0,3,0
52500,38.0,2,0
52700,46.0,1,0
52900,42.5,4,0
53100,36.0,2,0
53300,40.5,2,0
53500,53.0,0,0
53700,38.0,0,0
53900,37.0,2,0
54100,43.0,1,1
54300,32.5,2,0
54500,39.5,1,0
54700,41.5,0,2
54900,45.0,3,1
55100,45.0,2,0
55300,44.5,2,2
55500,42.0,0,0
55700,35.0,2,1
55900,34.0,3,2
56100,40.0,1,1
56300,44.0,1,2
56500,40.0,4,1
56700,42.0,1,0
56900,32.5,2,0
57100,46.5,1,1
57300,47.0,0,3
57500,50.0,1,1
57700,46.5,0,2
57900,43.5,1,0
58100,47.0,0,2
58300,35.0,2,1
58500,33.0,2,1
58700,42.0,0,0
58900,35.5,1,0
59100,37.0,2,1
59300,50.5,2,2
59500,36.0,3,1
59700,40.0,3,0
59900,39.5,0,2
60100,32.0,0,0
60300,33.5,3,1
60500,29.0,3,0
60700,31.0,2,0
60900,28.5,6,0
61100,37.0,1,0
61300,35.5,4,0
61500,31.5,4,0
61700,32.5,4,0
61900,42.0,2,0
62100,31.5,3,3
62300,48.0,0,0
62500,45.0,1,0
62700,41.5,0,1
62900,40.5,1,3
63100,43.0,4,1
63300,29.5,4,0
63500,25.5,2,0
63700,34.5,4,1
63900,32.0,0,0
64100,39.5,1,0
64300,35.5,2,0
64500,36.5,1,2
64700,45.0,0,0
64900,45.0,1,0
65100,43.0,1,0
65300,32.0,3,0
65500,44.5,4,1
65700,39.5,2,0
65900,46.5,1,1
66100,40.5,0,1
66300,39.0,0,1
66500,46.5,2,1
66700,54.0,1,0
66900,46.5,0,2
67100,47.5,0,1
67300,49.0,0,2
67500,47.0,1,0
67700,38.5,3,0
67900,44.5,1,1
68100,41.5,2,0
68300,33.0,1,0
68500,41.0,1,1
68700,35.0,4,1
68900,40.5,2,0
69100,36.0,0,1
69300,40.5,2,1
69500,43.0,1,1
69700,45.5,2,2
69900,40.5,1,1
70100,41.5,1,1
70300,32.5,1,0
70500,39.5,3,0
70700,32.5,3,0
70900,47.5,1,0
71100,45.5,1,1
71300,42.5,2,0
71500,40.0,2,1
71700,32.5,3,0
71900,29.5,2,0
72100,48.5,0,0
72300,47.0,1,0
72500,48.5,1,3
72700,40.0,1,0
72900,41.5,2,0
73100,41.0,1,0
73300,39.5,2,0
73500,43.0,2,0
73700,44.0,2,0
73900,48.0,1,0
74100,41.0,2,2
74300,50.0,1,1
74500,42.0,2,1
74700,42.0,2,0
74900,45.0,2,0
75100,40.5,0,0
75300,42.5,0,0
75500,45.0,0,0
75700,42.5,1,2
75900,51.5,0,0
76100,50.0,0,1
76300,43.0,1,1
76500,38.0,0,0
76700,41.0,1,0
76900,47.5,1,1
77100,46.0,1,0
77300,44.5,3,3
77500,49.0,0,3
77700,47.0,1,1
77900,46.0,2,4
78100,43.0,0,3
78300,39.5,3,1
78500,38.0,4,0
78700,45.5,0,1
78900,48.0,0,1
79100,48.5,1,1
79300,50.0,0,1
79500,45.0,2,2
79700,41.0,3,0
79900,39.0,0,1
80100,34.0,1,2
80300,24.0,5,0
80500,50.5,3,2
80700,25.0,3,1
80900,32.0,3,0
81100,39.0,1,0
81300,42.5,1,1
81500,47.5,2,2
81700,44.0,0,0
81900,44.0,0,0
82100,42.5,1,1
82300,38.5,0,2
82500,40.5,2,1
82700,40.0,0,0
82900,43.5,3,0
83100,51.0,3,1
83300,48.5,2,1
83500,42.0,2,2
83700,44.5,0,0
83900,48.0,1,1
84100,47.0,2,0
84300,45.5,2,0
84500,45.0,1,1
84700,43.0,1,1
84900,26.0,4,0
85100,38.5,2,0
85300,38.5,1,0
85500,42.5,3,1
85700,43.0,1,1
85900,37.0,2,0
86100,44.0,0,1
86300,44.0,0,0
86500,44.5,1,1
86700,41.5,3,1
86900,47.5,2,2
87100,48.0,1,1
87300,48.5,0,0
87500,50.0,2,0
87700,45.5,0,1
87900,47.0,1,1
88100,51.0,0,0
88300,49.0,3,1
88500,41.5,2,0
88700,43.0,2,0
88900,40.0,1,0
89100,43.5,0,0
89300,50.5,1,1
89500,41.5,2,1
89700,32.0,1,1
89900,49.5,2,2
90100,45.0,1,0
90300,50.0,0,0
90500,44.5,2,1
90700,48.0,2,1
90900,51.0,0,1
91100,41.5,1,0
91300,48.5,0,1
91500,52.5,0,2
91700,52.0,0,1
91900,47.5,1,0
92100,38.0,4,0
92300,43.0,2,0
92500,49.0,1,2
92700,44.0,0,1
92900,30.5,3,0
93100,29.0,2,0
93300,31.0,2,0
93500,46.5,1,0
93700,45.0,0,0
93900,47.5,1,1
94100,43.5,1,0
94300,49.0,1,2
94500,47.0,0,0
94700,50.0,0,1
94900,41.0,1,0
95100,38.0,2,1
95300,46.5,1,1
95500,52.5,1,2
95700,49.0,2,1
95900,46.0,0,0
96100,52.0,0,1
96300,44.5,1,0
96500,41.0,1,0
96700,45.0,3,3
96900,52.0,0,3
97100,51.5,0,1
97300,55.0,1,1
97500,47.0,0,0
97700,46.5,1,1
97900,46.0,0,0
98100,46.5,0,3
98300,37.5,1,1
98500,36.0,2,1
98700,50.5,1,1
98900,49.5,0,1
99100,48.5,1,2
99300,47.5,0,0
99500,45.5,0,2
99700,42.5,0,2
99900,36.0,2,1
100100,46.5,0,1
100300,41.0,1,0
100500,43.0,0,0
100700,41.5,1,0
100900,39.5,4,1
101100,40.5,0,0
101300,45.0,1,0
101500,41.0,0,1
101700,40.5,2,2
101900,43.5,0,0
102100,45.0,0,0
102300,46.0,0,1
102500,43.5,0,0
102700,42.5,1,0
102900,41.5,1,2
103100,41.5,0,1
103300,39.5,1,0
103500,38.0,0,0
103700,44.0,0,0
103900,31.5,1,1
104100,29.0,3,0
104300,39.0,2,2
104500,36.0,3,1
104700,42.5,1,0
104900,27.0,5,0
105100,27.0,6,0
105300,34.5,1,0
105500,46.0,4,1
105700,46.5,1,1
105900,44.5,2,3
106100,44.0,1,2
106300,40.5,0,0
106500,38.5,0,0
106700,42.0,2,0
106900,42.0,0,0
107100,40.5,1,0
107300,43.0,1,0
107500,35.0,3,0
107700,47.5,0,1
107900,47.5,1,0
108100,45.5,0,0
108300,40.0,1,0
108500,37.0,3,1
108700,41.0,2,1
108900,46.5,1,2
109100,37.0,1,1
109300,43.0,3,1
109500,45.5,2,1
109700,44.5,0,0
109900,37.5,2,2
110100,39.5,2,1
110300,44.0,1,0
110500,43.0,2,1
110700,44.0,1,2
110900,44.0,0,0
111100,37.0,3,0
111300,44.5,1,0
111500,43.5,0,1
111700,45.5,0,1
111900,46.0,0,1
112100,47.0,1,1
112300,31.0,1,0
112500,30.0,2,0
112700,47.5,1,0
112900,48.0,0,2
113100,45.0,1,0
113300,39.5,3,0
113500,39.0,2,0
113700,36.5,1,0
113900,33.0,1,0
114100,42.0,1,0
114300,45.0,2,2
114500,39.5,1,3
114700,44.0,1,1
114900,48.5,1,1
115100,52.0,0,0
115300,48.0,1,1
115500,41.5,1,0
115700,37.5,0,1
115900,41.0,1,0
116100,33.0,2,1
116300,43.5,0,0
116500,40.5,0,1
116700,43.0,1,0
116900,40.0,0,1
117100,48.0,0,1
117300,40.0,1,1
117500,41.0,3,1
117700,47.0,1,0
117900,42.5,1,0
118100,41.0,4,0
118300,38.5,0,0
118500,40.5,0,0
118700,43.0,1,1
118900,46.0,2,0
119100,45.5,1,2
119300,42.5,0,0
119500,43.5,2,1
119700,32.5,3,0
119900,49.5,1,0
120100,39.0,0,0
120300,42.5,1,0
120500,33.5,1,0
120700,46.5,0,2
120900,45.5,0,1
121100,41.5,1,1
121300,49.0,0,2
121500,37.5,1,0
121700,49.0,0,3
121900,39.0,1,0
122100,50.5,0,2
122300,42.5,1,0
122500,43.0,1,1
122700,47.0,1,1
122900,40.0,0,2
123100,42.0,0,2
123300,33.0,1,0
123500,41.0,1,2
123700,44.5,0,1
123900,39.5,1,1
124100,37.0,0,1
124300,46.5,3,2
124500,45.5,1,1
124700,42.5,2,1
124900,47.5,0,2
125100,45.5,2,2
125300,43.5,1,0
125500,39.5,3,0
125700,47.5,1,0
125900,39.5,1,0
126100,32.0,0,0
126300,30.5,2,0
126500,32.5,0,0
126700,36.0,0,0
126900,43.0,0,0
127100,35.5,1,0
127300,27.0,4,0
127500,37.0,1,1
127700,38.0,0,0
127900,46.5,2,2
128100,46.0,0,0
128300,36.0,2,0
128500,41.5,1,0
128700,43.0,0,1
128900,46.0,0,0
129100,43.5,0,2
129300,42.5,0,0
129500,35.0,0,1
129700,36.5,2,0
129900,39.5,2,0
130100,39.0,0,0
130300,42.0,1,0
130500,37.0,2,0
130700,38.5,2,1
130900,32.5,5,0
131100,35.5,4,1
131300,38.0,4,0
131500,40.5,1,1
131700,46.5,1,1
131900,46.5,2,1
132100,46.0,1,1
132300,32.5,0,0
132500,45.5,1,0
132700,36.0,1,0
132900,48.0,1,1
133100,40.5,2,0
133300,42.5,0,0
133500,38.5,0,0
133700,41.5,1,0
133900,36.5,1,1
134100,41.0,0,0
134300,39.5,3,0
134500,37.0,0,1
134700,40.0,3,1
134900,41.0,1,0
135100,38.5,1,1
135300,43.5,1,1
135500,42.0,2,1
135700,49.0,0,0
135900,43.0,1,1
136100,44.0,0,2
136300,36.5,3,1
136500,38.5,1,0
136700,48.5,2,1
136900,47.0,0,4
137100,38.5,1,2
137300,46.5,1,0
137500,44.0,0,0
137700,32.5,2,0
137900,33.5,3,0
138100,35.0,3,0
138300,37.5,1,1
138500,31.0,1,1
138700,32.5,2,0
138900,26.0,2,0
139100,35.5,1,1
139300,44.0,0,0
139500,44.0,2,0
139700,46.0,1,0
139900,42.0,1,2
140100,41.0,0,2
140300,49.5,0,1
140500,45.0,1,1
140700,36.5,0,1
140900,41.0,0,0
141100,38.5,1,0
141300,46.0,1,0
141500,39.0,0,1
141700,44.5,1,1
141900,47.5,1,3
142100,51.0,0,1
142300,51.0,2,0
142500,45.5,2,1
142700,37.5,3,2
142900,44.0,0,0
143100,44.0,3,0
143300,38.0,2,0
143500,27.0,3,0
143700,35.0,1,0
143900,45.5,0,0
144100,43.0,1,1
144300,39.5,0,0
144500,36.0,0,1
144700,30.5,4,0
144900,37.0,1,0
145100,38.0,2,2
145300,39.0,2,1
145500,37.0,0,0
145700,36.0,1,0
145900,40.5,0,0
146100,39.5,1,0
146300,36.0,2,0
146500,39.5,2,0
146700,37.0,2,0
146900,37.5,2,0
147100,32.0,4,1
147300,45.5,0,2
147500,38.0,1,0
147700,38.5,3,1
147900,44.5,1,0
148100,36.5,2,1
148300,33.0,3,0
148500,40.0,3,0
148700,40.0,1,0
148900,38.5,3,1
149100,36.5,2,1
149300,42.0,1,2
149500,42.0,2,1
149700,35.5,1,2
149900,38.0,2,0
150100,33.5,1,0
150300,41.0,0,3
150500,37.5,1,0
150700,40.0,2,0
150900,38.0,3,0
151100,33.5,2,0
151300,40.0,0,0
151500,38.5,0,1
151700,31.5,4,0
151900,28.0,2,1
152100,29.0,1,0
152300,29.5,3,1
152500,39.5,1,0
152700,36.5,2,1
152900,25.5,3,0
153100,34.5,2,0
153300,41.0,0,1
153500,33.5,1,1
153700,43.0,1,0
153900,38.5,1,0
154100,23.5,2,1
154300,34.0,0,1
154500,33.0,3,2
154700,34.0,2,1
154900,45.0,2,0
155100,33.5,4,0
155300,23.5,6,0
155500,26.5,3,0
155700,32.0,1,0
155900,33.0,4,1
156100,30.5,3,0
156300,27.5,0,0
156500,32.0,2,0
156700,32.5,2,1
156900,28.0,2,1
157100,28.0,3,0
157300,28.5,3,0
157500,37.0,1,0
157700,30.5,3,1
157900,29.0,4,0
158100,27.0,3,0
158300,30.0,4,2
158500,28.5,1,0
158700,26.5,5,1
158900,28.5,1,0
159100,37.0,4,0
159300,39.0,3,0
159500,23.0,2,0
159700,30.5,2,0
159900,30.0,2,1
160100,32.0,1,0
160300,31.5,3,0
160500,28.0,3,0
160700,39.0,1,0
160900,31.0,0,0
161100,28.5,3,0
161300,26.0,3,0
161500,26.5,2,0
161700,34.0,1,1
161900,32.5,3,0
162100,31.5,1,1
162300,30.5,2,0
162500,33.5,3,2
162700,36.5,2,1
162900,29.0,1,0
163100,32.0,1,0
163300,32.5,1,0
163500,30.5,2,0
163700,38.0,0,0
163900,33.5,1,1
164100,36.0,3,0
164300,38.0,2,0
164500,32.5,4,0
164700,54.0,0,0
164900,45.0,0,2
165100,49.0,0,3
165300,43.0,0,1
165500,28.5,2,1
165700,37.0,1,0
165900,36.0,1,0
166100,37.0,3,3
166300,38.0,0,0
166500,38.0,3,1
166700,40.5,1,0
166900,30.5,2,0
167100,30.5,1,0
167300,47.5,0,2
167500,48.0,1,0
167700,48.5,0,2
167900,49.5,0,2
168100,49.5,1,2
168300,44.0,2,1
168500,40.5,0,1
168700,44.5,1,0
168900,44.0,0,2
169100,52.0,1,1
169300,46.0,0,1
169500,50.0,1,0
169700,45.0,0,2
169900,49.5,0,0
170100,45.5,1,0
170300,48.0,1,1
170500,46.5,2,0
170700,44.5,1,1
170900,38.0,0,0
171100,40.0,0,0
171300,45.5,0,0
171500,49.0,1,1
171700,48.5,0,4
171900,46.5,1,0
172100,44.5,0,0
172300,47.0,0,0
172500,45.5,0,0
172700,46.0,1,0
172900,41.0,3,0
173100,40.5,0,0
173300,28.5,5,0
173500,38.5,1,0
173700,34.0,0,2
173900,28.0,2,1
174100,38.5,2,0
174300,32.0,4,0
174500,38.0,1,1
174700,50.0,1,0
174900,42.0,0,1
175100,47.5,2,1
175300,47.5,0,0
175500,42.5,2,2
175700,49.5,1,1
175900,55.5,0,2
176100,50.5,0,2
176300,45.0,0,1
176500,47.5,0,1
176700,38.0,3,0
176900,40.0,0,0
177100,46.0,1,1
177300,50.0,0,3
177500,42.5,2,0
177700,44.5,3,1
177900,40.5,0,0
178100,38.5,3,0
178300,39.5,1,0
178500,39.0,1,1
178700,36.0,3,0
178900,34.0,4,0
179100,28.5,4,1
179300,32.0,1,0
179500,23.5,4,1
179700,27.5,2,2
179900,31.5,3,0
180100,34.0,2,0
180300,28.5,3,1
180500,24.5,6,1
180700,27.5,5,0
180900,34.0,3,0
181100,29.0,6,0
181300,21.5,4,0
181500,31.5,8,0
181700,32.0,2,0
181900,30.5,1,0
182100,32.0,3,0
182300,27.5,5,0
182500,28.5,4,0
182700,30.0,3,0
182900,33.0,2,1
183100,26.5,3,1
183300,30.5,2,0
183500,27.5,6,0
183700,25.5,5,0
183900,24.0,3,0
184100,23.0,8,1
184300,23.5,3,1
184500,28.5,7,0
184700,33.0,3,0
184900,28.0,3,0
185100,25.0,2,0
185300,23.0,4,0
185500,31.5,5,0
185700,32.5,2,0
185900,33.5,2,2
186100,24.5,1,0
186300,29.5,3,1
186500,29.0,2,0
186700,32.5,4,0
186900,28.0,5,0
187100,27.0,5,0
187300,26.5,6,0
187500,35.5,2,0
187700,36.0,2,0
187900,45.0,0,0
188100,44.5,0,0
188300,35.5,1,2
188500,37.0,3,0
188700,26.0,1,0
188900,34.0,6,0
189100,38.5,1,1
189300,35.5,1,0
189500,36.0,2,2
189700,42.0,1,0
189900,35.5,2,0
190100,36.5,3,0
190300,38.5,1,1
190500,34.0,1,0
190700,38.0,1,0
190900,43.0,0,0
191100,34.0,1,0
191300,30.0,4,1
191500,41.0,0,0
191700,53.5,0,2
191900,41.0,1,0
192100,47.5,1,0
192300,43.5,0,1
192500,45.5,1,0
192700,37.0,1,1
192900,41.0,1,0
193100,43.0,1,0
193300,40.5,1,1
193500,35.0,3,0
193700,36.0,2,1
193900,37.5,4,0
194100,43.5,1,0
194300,39.5,2,0
194500,39.0,1,0
194700,36.5,2,1
194900,48.5,0,2
195100,47.5,0,3
195300,48.5,1,0
195500,44.5,0,0
195700,45.0,2,1
195900,49.0,2,0
196100,41.0,0,0
196300,44.5,1,0
196500,46.0,1,0
196700,41.0,1,2
196900,42.5,3,0
197100,42.0,0,0
197300,45.0,2,0
197500,52.0,1,0
197700,41.5,2,0
197900,44.5,1,1
198100,43.5,1,0
198300,41.0,3,3
198500,34.5,0,1
198700,42.5,2,1
198900,38.5,3,0
199100,36.5,2,1
199300,42.5,1,1
199500,38.0,1,0
199700,41.0,1,1
199900,41.0,1,1
200100,42.5,1,2
200300,41.5,3,2
200500,42.0,2,1
200700,39.5,1,0
200900,43.5,0,2
201100,46.0,1,0
201300,42.0,1,0
201500,37.5,1,1
201700,39.5,1,1
201900,38.0,0,0
202100,36.0,3,1
202300,39.0,3,0
202500,38.5,0,1
202700,34.5,1,1
202900,42.5,1,0
203100,40.5,1,2
203300,37.5,0,0
203500,39.5,1,0
203700,43.5,1,2
203900,45.5,1,0
204100,45.0,2,0
204300,44.5,0,1
204500,41.5,0,0
204700,42.0,1,1
204900,24.5,2,0
205100,40.0,0,0
205300,53.0,0,1
205500,40.0,2,0
205700,43.5,2,0
205900,36.5,2,0
206100,38.5,0,0
206300,41.0,3,0
206500,48.0,1,2
206700,51.0,0,1
206900,47.5,2,0
207100,43.5,2,0
207300,44.0,0,0
207500,45.5,1,0
207700,49.5,0,0
207900,45.5,2,1
208100,42.5,0,1
208300,30.5,2,1
208500,35.5,2,0
208700,39.5,3,0
208900,34.0,3,0
209100,27.5,2,0
209300,37.0,2,1
209500,39.0,2,0
209700,33.0,4,1
209900,40.0,3,1
210100,32.5,4,0
210300,33.0,0,0
210500,30.0,2,0
210700,39.0,0,2
210900,32.0,3,1
211100,38.5,3,1
211300,33.5,0,2
211500,34.0,1,3
211700,35.5,1,0
211900,41.0,2,2
212100,36.0,1,1
212300,34.0,3,0
212500,40.0,1,1
212700,45.5,1,0
212900,45.0,2,1
213100,49.5,0,2
213300,44.5,2,1
213500,42.0,2,0
213700,35.5,3,0
213900,38.0,2,0
214100,39.5,0,1
214300,31.5,0,0
214500,44.0,1,3
214700,45.0,0,0
214900,44.5,2,0
215100,36.5,3,2
215300,42.5,0,2
215500,36.0,0,0
215700,43.0,0,0
215900,41.0,0,0
216100,47.0,0,0
216300,37.5,3,0
216500,44.5,0,3
216700,42.0,2,1
216900,39.5,3,1
217100,47.0,0,0
217300,34.5,1,0
217500,44.0,2,1
217700,49.0,0,0
217900,45.5,0,1
218100,47.0,0,1
218300,48.0,0,0
218500,43.5,2,1
218700,51.0,0,1
218900,48.0,0,0
219100,50.0,0,1
219300,47.5,1,0
219500,44.5,1,1
219700,47.0,0,0
219900,48.0,2,0
220100,51.5,0,0
220300,38.0,0,1
220500,44.0,2,1
220700,45.5,1,1
220900,45.5,1,3
221100,44.5,0,1
221300,36.5,2,0
221500,33.0,3,2
221700,42.0,1,0
221900,39.0,1,0
222100,38.5,1,0
222300,40.0,1,1
222500,33.0,2,0
222700,38.0,3,0
222900,43.5,4,0
223100,46.0,0,2
223300,33.5,4,0
223500,41.5,1,1
223700,44.0,0,0
223900,41.0,1,0
224100,41.0,2,0
224300,43.5,2,1
224500,43.0,2,0
224700,41.5,1,0
224900,47.0,0,0
225100,41.5,3,1
225300,40.5,6,1
225500,45.5,0,0
225700,41.5,1,2
225900,33.0,3,0
226100,36.5,1,1
226300,39.5,1,0
226500,36.0,1,0
226700,40.0,1,0
226900,41.0,2,0
227100,35.5,2,0
227300,43.5,0,0
227500,36.0,1,1
227700,36.5,2,0
227900,42.0,1,0
228100,43.0,0,0
228300,45.0,0,2
228500,39.5,1,1
228700,37.0,1,0
228900,39.0,0,0
229100,41.0,0,1
229300,25.5,3,0
229500,42.5,2,1
229700,37.5,4,1
229900,44.5,0,0
230100,42.0,1,0
230300,40.5,1,1
230500,41.5,0,0
230700,43.5,1,1
230900,46.5,0,0
231100,43.0,1,0
231300,44.0,1,0
231500,46.5,0,0
231700,38.5,2,0
231900,43.0,2,0
232100,47.0,1,0
232300,42.5,0,0
232500,47.5,1,1
232700,42.5,1,1
232900,43.5,1,0
233100,47.0,2,2
233300,45.5,3,0
233500,36.0,2,0
233700,41.5,1,0
233900,45.5,1,0
234100,38.0,2,0
234300,35.5,1,1
234500,41.5,1,1
234700,47.0,1,0
234900,39.0,1,0
235100,47.5,0,1
235300,43.0,2,0
235500,41.5,1,0
235700,37.5,1,0
235900,38.0,1,0
236100,42.5,0,0
236300,47.0,1,0
236500,45.0,0,1
236700,46.5,0,1
236900,38.0,0,0
237100,42.5,2,1
237300,40.0,0,0
237500,44.0,1,0
237700,40.0,2,1
237900,46.5,2,0
238100,42.0,1,0
238300,44.5,0,2
238500,43.5,2,1
238700,37.0,4,0
238900,35.5,1,1
239100,42.5,1,1
239300,45.0,1,0
239500,42.0,2,1
239700,40.0,1,0
239900,36.0,1,1
240100,40.5,3,0
240300,45.0,1,0
240500,42.0,2,0
240700,38.0,3,0
240900,39.5,4,1
241100,39.0,0,0
241300,38.0,1,0
241500,37.5,2,1
241700,41.0,0,0
241900,40.5,2,1
242100,40.5,1,0
242300,45.0,0,0
242500,43.5,2,0
242700,44.0,0,0
242900,45.0,2,0
243100,38.0,5,0
243300,41.0,0,0
243500,45.5,1,1
243700,36.5,6,0
243900,35.5,3,0
244100,40.0,1,1
244300,40.0,2,0
244500,34.0,2,1
244700,47.5,0,1
244900,39.5,0,2
245100,36.0,1,1
245300,35.5,1,2
245500,38.0,2,0
245700,42.5,0,1
245900,35.0,1,1
246100,38.0,3,0
246300,38.0,2,0
246500,38.5,1,1
246700,46.0,0,0
246900,36.5,1,1
247100,49.0,1,0
247300,37.0,1,0
247500,41.5,1,1
247700,36.5,1,0
247900,37.0,2,0
248100,38.0,0,1
248300,42.5,0,2
248500,40.5,2,0
248700,41.0,2,0
248900,37.0,2,0
249100,33.5,2,0
249300,39.5,1,3
249500,38.0,0,0
249700,39.5,3,1
249900,39.0,2,0
250100,31.0,1,0
250300,29.5,5,0
250500,34.5,1,2
250700,39.5,4,1
250900,47.5,1,0
251100,44.5,1,1
251300,47.0,1,0
251500,49.5,1,1
251700,42.5,0,1
251900,33.0,4,0
252100,33.0,1,3
252300,47.5,1,2
252500,46.5,1,1
252700,44.0,1,3
252900,38.5,0,1
253100,40.0,1,0
253300,39.0,0,0
253500,37.0,2,0
253700,34.0,3,1
253900,42.0,4,0
