Position,GC,MluCI,NlaIII
1867500,40.3,32,20
1872500,42.3,24,20
1877500,40.86,39,15
1882500,49.14,15,12
1887500,39.1,45,16
1892500,38.68,31,19
1897500,36.8,47,18
1902500,38.14,42,18
1907500,40.36,26,21
1912500,38.0,48,17
1917500,39.7,31,11
1922500,40.32,40,14
1927500,41.12,44,15
1932500,40.42,42,20
1937500,42.0,19,9
1942500,43.82,36,16
1947500,46.56,22,17
1952500,41.28,31,23
1957500,44.02,31,19
1962500,40.06,41,18
1967500,40.5,30,21
1972500,38.88,51,24
1977500,41.66,26,22
1982500,41.48,33,13
1987500,35.84,41,13
1992500,40.72,35,19
1997500,38.0,42,10
2002500,35.78,36,12
2007500,37.26,34,12
2012500,39.92,31,15
2017500,40.72,26,12
2022500,41.72,32,13
2027500,35.94,64,13
2032500,34.56,45,9
2037500,40.72,34,23
2042500,44.5,23,14
2047500,43.4,31,14
2052500,41.14,25,14
2057500,39.66,30,18
2062500,35.88,51,21
2067500,34.28,57,14
2072500,37.04,47,7
2077500,41.42,23,32
2082500,38.48,41,16
2087500,41.66,29,13
2092500,43.32,22,21
2097500,38.28,30,18
2102500,39.3,33,17
2107500,41.5,29,15
2112500,38.36,49,11
2117500,38.44,44,15
2122500,38.0,51,11
2127500,36.1,54,11
2132500,36.86,53,14
2137500,34.98,37,16
2142500,32.68,69,15
